prompt,target
"But like most rabbits , it seems to lack substance .",0
"Offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .",1
"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .",1
We do n't get paid enough to sit through crap like this .,0
And that is where Ararat went astray .,0
This goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,0
See it for his performance if nothing else .,1
An undistinguished attempt to make a classic theater piece cinematic .,0
"Sam Jones became a very lucky filmmaker the day Wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",1
"It 's got all the familiar Bruckheimer elements , and Schumacher does probably as good a job as anyone at bringing off the Hopkins/Rock collision of acting styles and onscreen personas .",1
We get the comedy we settle for .,0
( But it 's ) worth recommending because of two marvelous performances by Michael Caine and Brendan Fraser .,1
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",1
Shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .,0
"Still , it just sits there like a side dish no one ordered .",0
"Aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better .",1
It is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1
Amazing !,1
"It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .",1
The entire cast is extraordinarily good .,1
An awkwardly contrived exercise in magic realism .,0
Meandering and confusing .,0
The movie succumbs to being nothing more than a formulaic chase in the dark .,0
The title 's lameness should clue you in on how bad the movie is .,0
Looks and feels like a low-budget hybrid of Scarface or Carlito 's Way .,0
"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",1
"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",0
"Visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",1
"A somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1
As refreshing as a drink from a woodland stream .,1
"Swims in mediocrity , sticking its head up for a breath of fresh air now and then .",0
"Too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , David Arquette .",0
"It 's slow -- very , very slow .",0
... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,0
"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",0
"Stars Matthew Perry and Elizabeth Hurley illicit more than a chuckle , and more jokes land than crash , but ultimately Serving Sara does n't distinguish itself from the herd .",0
"Further sad evidence that Tom Tykwer , director of the resonant and sense-spinning Run Lola Run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",0
I do n't think this movie loves women at all .,0
Men in Black II has sequel-itis something fierce .,0
"I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .",1
A pleasurably jacked-up piece of action moviemaking .,1
Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,1
There 's not enough here to justify the almost two hours .,0
This is more fascinating -- being real -- than anything seen on Jerry Springer .,1
"Pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",0
"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",0
The story has little wit and no surprises .,0
Long on twinkly-eyed close-ups and short on shame .,0
It 's like a poem .,1
"If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J.",0
"Just when you think you are making sense of it , something happens that tells you there is no sense .",0
"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .",1
So devoid of any kind of intelligible story that it makes films like XXX and Collateral Damage seem like thoughtful treatises,0
A charmer from Belgium .,1
"A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .",1
"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",1
"... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .",0
"Sure , I hated myself in the morning .",0
"It 's a lovely , eerie film that casts an odd , rapt spell .",1
"While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a torn book jacket .",0
The story and characters are nowhere near gripping enough .,0
"A simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within .",0
"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .",1
"If this is the resurrection of the Halloween franchise , it would have been better off dead .",0
Invincible is a wonderful movie .,1
Exhilarating but blatantly biased .,1
One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0
A great companion piece to other Napoleon films .,1
"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",1
"Often demented in a good way , but it is an uneven film for the most part .",0
"All three descriptions suit Evelyn , a besotted and obvious drama that tells us nothing new .",0
"With tightly organized efficiency , numerous flashbacks and a constant edge of tension , Miller 's film is one of 2002 's involvingly adult surprises .",1
It 's just hard to believe that a life like this can sound so dull .,0
"It 's a smartly directed , grown-up film of ideas .",1
"Feels like one of those contrived , only-in - Hollywood productions where name actors deliver big performances created for the sole purpose of generating Oscar talk .",0
"A predictable , manipulative stinker .",0
"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",1
"Complex , sinuously plotted and , somehow , off-puttingly cold .",0
"Witty , touching and well paced .",1
"The noble tradition of men in drag hits an all-time low in Sorority Boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .",0
"Director Kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier English-language movie , the overpraised Elizabeth .",1
"The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .",0
"If Hill is n't quite his generation 's Don Siegel ( or Robert Aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché .",0
One of the funnier movies in town .,1
Has all the complexity and realistic human behavior of an episode of General Hospital .,0
"There 's an admirable rigor to Jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .",0
"Watching War Photographer , you come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .",1
"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",0
"When ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre .",0
Allen 's underestimated charm delivers more goodies than lumps of coal .,1
"While Hollywood Ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",0
Disgusting .,0
An unbelievably fun film just a leading man away from perfection .,1
This is just lazy writing .,0
"If you liked the 1982 film then , you 'll still like it now .",1
All three women deliver remarkable performances .,1
"A cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",1
I found the movie as divided against itself as the dysfunctional family it portrays .,0
a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,0
Dripping with cliche and bypassing no opportunity to trivialize the material .,0
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",1
Formula 51 promises a new kind of high but delivers the same old bad trip .,0
"The notion of deleting emotion from people , even in an advanced Prozac Nation , is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .",0
What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,0
Director Rob Marshall went out gunning to make a great one .,1
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",0
fear dot com is so rambling and disconnected it never builds any suspense .,0
"A warm but realistic meditation on friendship , family and affection .",1
-- but certainly hard to hate .,1
"It 's hard to like a film about a guy who is utterly unlikeable , and Shiner , starring Michael Caine as an aging British boxing promoter desperate for a taste of fame and fortune , is certainly that .",0
"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0
"What the film lacks in general focus it makes up for in compassion , as Corcuera manages to find the seeds of hope in the form of collective action .",1
Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,1
Zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,0
... a true delight .,1
"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",1
A sensitive and astute first feature by Anne-Sophie Birot .,1
"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .",1
"For the most part , it works beautifully as a movie without sacrificing the integrity of the opera .",1
"In a way , the film feels like a breath of fresh air , but only to those that allow it in .",1
An elegant film with often surprising twists and an intermingling of naiveté and sophistication .,1
It 's also stupider .,0
"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .",1
Terminally brain dead production .,0
"Though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish .",0
"One of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .",1
I suspect that you 'll be as bored watching Morvern Callar as the characters are in it .,0
I thought my own watch had stopped keeping time as I slogged my way through Clockstoppers .,0
"While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",1
"Not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined TV amiability that Allen personifies .",0
"Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .",0
"As the two leads , Lathan and Diggs are charming and have chemistry both as friends and lovers .",1
"This is a gorgeous film - vivid with color , music and life .",1
Arteta directs one of the best ensemble casts of the year,1
"insightfully written , delicately performed",1
"A thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .",1
Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .,0
Shrewd but pointless .,0
"If this is the Danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .",0
This is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed James Bond into the mindless XXX mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,0
"Miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about Spirited Away is that there is no rest period , no timeout .",1
"Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .",1
"Better effects , better acting and a hilarious Kenneth Branagh .",1
"A fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` It 's never too late to believe in your dreams . '",1
What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,0
Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,1
The premise of Jason X is silly but strangely believable .,1
... an adorably whimsical comedy that deserves more than a passing twinkle .,1
Schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .,0
"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent .",1
This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .,0
"Manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .",0
What begins brightly gets bogged down over 140 minutes .,0
This is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,0
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",0
"Just as moving , uplifting and funny as ever .",1
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",1
"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .",1
"It uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , happy movie My Big Fat Greek Wedding .",1
Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,1
"Whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",1
"A movie just for Friday fans , critics be damned .",1
"The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .",1
The Country Bears wastes an exceptionally good idea .,0
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .,0
"Stephen Earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type .",0
It 's a masterpeice .,1
Old-fashioned but thoroughly satisfying entertainment .,1
"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",0
"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",0
"it sounds sick and twisted , but the miracle of Shainberg 's film is that it truly is romance",1
Do we really need the Tiger Beat version ?,0
A polished and vastly entertaining caper film that puts the sting back into the con .,1
His work with actors is particularly impressive .,1
"With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?",0
"It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '",1
It gets the details of its time frame right but it completely misses its emotions .,0
"... certainly an entertaining ride , despite many talky , slow scenes .",1
"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .",0
"A graceless , witless attempt at mating Some Like It Hot with the WWII espionage thriller .",0
It 's one long bore .,0
Press the delete key .,0
A three-hour cinema master class .,1
"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",0
"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",1
There 's a lot of tooth in Roger Dodger .,1
How can such a cold movie claim to express warmth and longing ?,0
"( Drumline ) is entertaining for what it does , and admirable for what it does n't do .",1
Fancy a real downer ?,0
"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .",0
"A 93-minute condensation of a 26-episode TV series , with all of the pitfalls of such you 'd expect .",0
... one resurrection too many .,0
An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,0
"Boisterous , heartfelt comedy .",1
"May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .",1
A lovably old-school Hollywood confection .,1
Begins like a docu-drama but builds its multi-character story with a flourish .,1
"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",1
"The story feels more like a serious read , filled with heavy doses of always enticing Sayles dialogue .",1
Tsai Ming-liang has taken his trademark style and refined it to a crystalline point .,1
"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",0
Happy Times maintains an appealing veneer without becoming too cute about it .,1
"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",0
"Silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .",0
"The fourth `` Pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance .",1
"Ray Liotta and Jason Patric do some of their best work in their underwritten roles , but do n't be fooled : Nobody deserves any prizes here .",0
"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",1
Five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .,0
"The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .",1
I did n't find much fascination in the swinging .,0
This flick is about as cool and crowd-pleasing as a documentary can get .,1
It never rises to its clever what-if concept .,0
Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .,0
"He seems to want both , but succeeds in making neither .",0
A fleet-footed and pleasingly upbeat family diversion .,1
"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",0
"Every joke is repeated at least -- annoying , is n't it ?",0
This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,0
"While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth .",1
"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",0
A processed comedy chop suey .,0
Full Frontal is the antidote for Soderbergh fans who think he 's gone too commercial since his two Oscar nominated films in 2000,1
"Enough is not a bad movie , just mediocre .",0
Offers a guilt-free trip into feel-good territory .,1
"Opens as promising as any war/adventure film you 'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` Glory : A Soldier 's Story . ''",0
Done in mostly by a weak script that ca n't support the epic treatment .,0
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",1
"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",1
"Nelson 's intentions are good , but the end result does no justice to the story itself .",0
"Gay or straight , Kissing Jessica Stein is one of the greatest date movies in years .",1
would seem to have a lock on the title of ugliest movie of the year .,0
"A grim , flat and boring werewolf movie that refuses to develop an energy level .",0
"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",1
"Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",0
True tale of courage -- and complicity -- at Auschwitz is a harrowing drama that tries to tell of the unspeakable .,1
"Another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .",0
"One of the most haunting , viciously honest coming-of-age films in recent memory .",1
"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",0
This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,0
"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",0
At 78 minutes it just zings along with vibrance and warmth .,1
"Had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",0
"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",0
Be patient with the lovely Hush !,1
"Before long , the film starts playing like General Hospital crossed with a Saturday Night Live spoof of Dog Day Afternoon .",0
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,1
Beautifully produced .,1
One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,0
The performances are an absolute joy .,1
It 's uninteresting .,0
"The touch is generally light enough and the performances , for the most part , credible .",1
This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .,1
The problem is that the movie has no idea of it is serious or not .,0
"Stale , futile scenario .",0
( Leigh ) has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .,1
Michel Piccoli 's moving performance is this films reason for being .,1
And it 's a lousy one at that .,0
`` Interview '' loses its overall sense of mystery and becomes a TV episode rather than a documentary that you actually buy into .,0
"This latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone .",0
The story itself is actually quite vapid .,0
Especially give credit to Affleck .,1
It 's all surface psychodramatics .,0
"The makers of Divine Secrets of the Ya-Ya Sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie .",0
"... spiced with humor ( ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around )",1
"De Niro looks bored , Murphy recycles Murphy , and you mentally add Showtime to the pile of Hollywood dreck that represents nothing more than the art of the deal .",0
Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .,1
"Nothing happens , and it happens to flat characters .",0
An unabashedly schmaltzy and thoroughly enjoyable true story .,1
"The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .",1
"It 's sort of in-between , and it works .",1
"The Man From Elysian Fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .",0
And people make fun of me for liking Showgirls .,0
"Run , do n't walk , to see this barbed and bracing comedy on the big screen .",1
A forceful drama of an alienated executive who re-invents himself .,1
It 's also the year 's sweetest movie .,1
"Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .",1
Kinnear gives a tremendous performance .,1
... a thoughtful what-if for the heart as well as the mind .,1
` Dragonfly ' is a movie about a bus wreck that turns into a film wreck .,0
"Cinematic pyrotechnics aside , the only thing Avary seems to care about are mean giggles and pulchritude .",0
"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",0
"Rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .",1
"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",1
"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .",1
Works as pretty contagious fun .,1
"The film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",0
A documentary to make the stones weep -- as shameful as it is scary .,0
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",1
can see where this dumbed-down concoction is going .,0
Rice never clearly defines his characters or gives us a reason to care about them .,0
"Like Dickens with his passages , McGrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",1
A tremendous piece of work .,1
"It 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",1
"Best indie of the year , so far .",1
Almost everything else is wan .,0
"While you have to admit it 's semi-amusing to watch Robert DeNiro belt out `` When you 're a Jet , you 're a Jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` Tonight . ''",0
Punish the vehicle to adore the star .,0
An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .,1
"But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",0
"Throughout all the tumult , a question comes to mind : So why is this so boring ?",0
All these developments and challenges facing Santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0
And it marks him as one of the most interesting writer/directors working today .,1
"... a gleefully grungy , hilariously wicked black comedy ...",1
"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",1
"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .",1
"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .",1
What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .,0
